,payload,is_malicious,injection_type
6114,generic,0,LEGAL
6115,generous,0,LEGAL
6116,genetics,0,LEGAL
6117,genre,0,LEGAL
6118,gentile,0,LEGAL
6119,gentleman,0,LEGAL
6120,gently,0,LEGAL
6121,gents,0,LEGAL
6122,geography,0,LEGAL
6123,geologic,0,LEGAL
6124,geologist,0,LEGAL
6125,geology,0,LEGAL
6126,geometric,0,LEGAL
6127,geometry,0,LEGAL
6128,geranium,0,LEGAL
6129,gerbil,0,LEGAL
6130,geriatric,0,LEGAL
6131,germicide,0,LEGAL
6132,germinate,0,LEGAL
6133,germless,0,LEGAL
6134,germproof,0,LEGAL
6135,gestate,0,LEGAL
6136,gestation,0,LEGAL
6137,gesture,0,LEGAL
6138,getaway,0,LEGAL
6139,getting,0,LEGAL
6140,getup,0,LEGAL
6141,giant,0,LEGAL
6142,gibberish,0,LEGAL
6143,giblet,0,LEGAL
6144,giddily,0,LEGAL
6145,giddiness,0,LEGAL
6146,giddy,0,LEGAL
6147,gift,0,LEGAL
6148,gigabyte,0,LEGAL
6149,gigahertz,0,LEGAL
6150,gigantic,0,LEGAL
6151,giggle,0,LEGAL
6152,giggling,0,LEGAL
6153,giggly,0,LEGAL
6154,gigolo,0,LEGAL
6155,gilled,0,LEGAL
6156,gills,0,LEGAL
6157,gimmick,0,LEGAL
6158,girdle,0,LEGAL
6159,giveaway,0,LEGAL
6160,given,0,LEGAL
6161,giver,0,LEGAL
6162,giving,0,LEGAL
6163,gizmo,0,LEGAL
6164,gizzard,0,LEGAL
6165,glacial,0,LEGAL
6166,glacier,0,LEGAL
6167,glade,0,LEGAL
6168,gladiator,0,LEGAL
6169,gladly,0,LEGAL
6170,glamorous,0,LEGAL
6171,glamour,0,LEGAL
6172,glance,0,LEGAL
6173,glancing,0,LEGAL
6174,glandular,0,LEGAL
6175,glare,0,LEGAL
6176,glaring,0,LEGAL
6177,glass,0,LEGAL
6178,glaucoma,0,LEGAL
6179,glazing,0,LEGAL
6180,gleaming,0,LEGAL
6181,gleeful,0,LEGAL
6182,glider,0,LEGAL
6183,gliding,0,LEGAL
6184,glimmer,0,LEGAL
6185,glimpse,0,LEGAL
6186,glisten,0,LEGAL
6187,glitch,0,LEGAL
6188,glitter,0,LEGAL
6189,glitzy,0,LEGAL
6190,gloater,0,LEGAL
6191,gloating,0,LEGAL
6192,gloomily,0,LEGAL
6193,gloomy,0,LEGAL
6194,glorified,0,LEGAL
6195,glorifier,0,LEGAL
6196,glorify,0,LEGAL
6197,glorious,0,LEGAL
6198,glory,0,LEGAL
6199,gloss,0,LEGAL
6200,glove,0,LEGAL
6201,glowing,0,LEGAL
6202,glowworm,0,LEGAL
6203,glucose,0,LEGAL
6204,glue,0,LEGAL
6205,gluten,0,LEGAL
6206,glutinous,0,LEGAL
6207,glutton,0,LEGAL
6208,gnarly,0,LEGAL
6209,gnat,0,LEGAL
6210,goal,0,LEGAL
6211,goatskin,0,LEGAL
6212,goes,0,LEGAL
6213,goggles,0,LEGAL
6214,going,0,LEGAL
6215,goldfish,0,LEGAL
6216,goldmine,0,LEGAL
6217,goldsmith,0,LEGAL
6218,golf,0,LEGAL
6219,goliath,0,LEGAL
6220,gonad,0,LEGAL
6221,gondola,0,LEGAL
6222,gone,0,LEGAL
6223,gong,0,LEGAL
6224,good,0,LEGAL
6225,gooey,0,LEGAL
6226,goofball,0,LEGAL
6227,goofiness,0,LEGAL
6228,goofy,0,LEGAL
6229,google,0,LEGAL
6230,goon,0,LEGAL
6231,gopher,0,LEGAL
6232,gore,0,LEGAL
6233,gorged,0,LEGAL
6234,gorgeous,0,LEGAL
6235,gory,0,LEGAL
6236,gosling,0,LEGAL
6237,gossip,0,LEGAL
6238,gothic,0,LEGAL
6239,gotten,0,LEGAL
6240,gout,0,LEGAL
6241,gown,0,LEGAL
6242,grab,0,LEGAL
6243,graceful,0,LEGAL
6244,graceless,0,LEGAL
6245,gracious,0,LEGAL
6246,gradation,0,LEGAL
6247,graded,0,LEGAL
6248,grader,0,LEGAL
6249,gradient,0,LEGAL
6250,grading,0,LEGAL
6251,gradually,0,LEGAL
6252,graduate,0,LEGAL
6253,graffiti,0,LEGAL
6254,grafted,0,LEGAL
6255,grafting,0,LEGAL
6256,grain,0,LEGAL
6257,granddad,0,LEGAL
6258,grandkid,0,LEGAL
6259,grandly,0,LEGAL
6260,grandma,0,LEGAL
6261,grandpa,0,LEGAL
6262,grandson,0,LEGAL
6263,granite,0,LEGAL
6264,granny,0,LEGAL
6265,granola,0,LEGAL
6266,grant,0,LEGAL
6267,granular,0,LEGAL
6268,grape,0,LEGAL
6269,graph,0,LEGAL
6270,grapple,0,LEGAL
6271,grappling,0,LEGAL
6272,grasp,0,LEGAL
6273,grass,0,LEGAL
6274,gratified,0,LEGAL
6275,gratify,0,LEGAL
6276,grating,0,LEGAL
6277,gratitude,0,LEGAL
6278,gratuity,0,LEGAL
6279,gravel,0,LEGAL
6280,graveness,0,LEGAL
6281,graves,0,LEGAL
6282,graveyard,0,LEGAL
6283,gravitate,0,LEGAL
6284,gravity,0,LEGAL
6285,gravy,0,LEGAL
6286,gray,0,LEGAL
6287,grazing,0,LEGAL
6288,greasily,0,LEGAL
6289,greedily,0,LEGAL
6290,greedless,0,LEGAL
6291,greedy,0,LEGAL
6292,green,0,LEGAL
6293,greeter,0,LEGAL
6294,greeting,0,LEGAL
6295,grew,0,LEGAL
6296,greyhound,0,LEGAL
6297,grid,0,LEGAL
6298,grief,0,LEGAL
6299,grievance,0,LEGAL
6300,grieving,0,LEGAL
6301,grievous,0,LEGAL
6302,grill,0,LEGAL
6303,grimace,0,LEGAL
6304,grimacing,0,LEGAL
6305,grime,0,LEGAL
6306,griminess,0,LEGAL
6307,grimy,0,LEGAL
6308,grinch,0,LEGAL
6309,grinning,0,LEGAL
6310,grip,0,LEGAL
6311,gristle,0,LEGAL
6312,grit,0,LEGAL
6313,groggily,0,LEGAL
6314,groggy,0,LEGAL
6315,groin,0,LEGAL
6316,groom,0,LEGAL
6317,groove,0,LEGAL
6318,grooving,0,LEGAL
6319,groovy,0,LEGAL
6320,grope,0,LEGAL
6321,ground,0,LEGAL
6322,grouped,0,LEGAL
6323,grout,0,LEGAL
6324,grove,0,LEGAL
6325,grower,0,LEGAL
6326,growing,0,LEGAL
6327,growl,0,LEGAL
6328,grub,0,LEGAL
6329,grudge,0,LEGAL
6330,grudging,0,LEGAL
6331,grueling,0,LEGAL
6332,gruffly,0,LEGAL
6333,grumble,0,LEGAL
6334,grumbling,0,LEGAL
6335,grumbly,0,LEGAL
6336,grumpily,0,LEGAL
6337,grunge,0,LEGAL
6338,grunt,0,LEGAL
6339,guacamole,0,LEGAL
6340,guidable,0,LEGAL
6341,guidance,0,LEGAL
6342,guide,0,LEGAL
6343,guiding,0,LEGAL
6344,guileless,0,LEGAL
6345,guise,0,LEGAL
6346,gulf,0,LEGAL
6347,gullible,0,LEGAL
6348,gully,0,LEGAL
6349,gulp,0,LEGAL
6350,gumball,0,LEGAL
6351,gumdrop,0,LEGAL
6352,gumminess,0,LEGAL
6353,gumming,0,LEGAL
6354,gummy,0,LEGAL
6355,gurgle,0,LEGAL
6356,gurgling,0,LEGAL
6357,guru,0,LEGAL
6358,gush,0,LEGAL
6359,gusto,0,LEGAL
6360,gusty,0,LEGAL
6361,gutless,0,LEGAL
6362,guts,0,LEGAL
6363,gutter,0,LEGAL
6364,guy,0,LEGAL
6365,guzzler,0,LEGAL
6366,gyration,0,LEGAL
6367,habitable,0,LEGAL
6368,habitant,0,LEGAL
6369,habitat,0,LEGAL
6370,habitual,0,LEGAL
6371,hacked,0,LEGAL
6372,hacker,0,LEGAL
6373,hacking,0,LEGAL
6374,hacksaw,0,LEGAL
6375,had,0,LEGAL
6376,haggler,0,LEGAL
6377,haiku,0,LEGAL
6378,half,0,LEGAL
6379,halogen,0,LEGAL
6380,halt,0,LEGAL
6381,halved,0,LEGAL
6382,halves,0,LEGAL
6383,hamburger,0,LEGAL
6384,hamlet,0,LEGAL
6385,hammock,0,LEGAL
6386,hamper,0,LEGAL
6387,hamster,0,LEGAL
6388,hamstring,0,LEGAL
6389,handbag,0,LEGAL
6390,handball,0,LEGAL
6391,handbook,0,LEGAL
6392,handbrake,0,LEGAL
6393,handcart,0,LEGAL
6394,handclap,0,LEGAL
6395,handclasp,0,LEGAL
6396,handcraft,0,LEGAL
6397,handcuff,0,LEGAL
6398,handed,0,LEGAL
6399,handful,0,LEGAL
6400,handgrip,0,LEGAL
6401,handgun,0,LEGAL
6402,handheld,0,LEGAL
6403,handiness,0,LEGAL
6404,handiwork,0,LEGAL
6405,handlebar,0,LEGAL
6406,handled,0,LEGAL
6407,handler,0,LEGAL
6408,handling,0,LEGAL
6409,handmade,0,LEGAL
6410,handoff,0,LEGAL
6411,handpick,0,LEGAL
6412,handprint,0,LEGAL
6413,handrail,0,LEGAL
6414,handsaw,0,LEGAL
6415,handset,0,LEGAL
6416,handsfree,0,LEGAL
6417,handshake,0,LEGAL
6418,handstand,0,LEGAL
6419,handwash,0,LEGAL
6420,handwork,0,LEGAL
6421,handwoven,0,LEGAL
6422,handwrite,0,LEGAL
6423,handyman,0,LEGAL
6424,hangnail,0,LEGAL
6425,hangout,0,LEGAL
6426,hangover,0,LEGAL
6427,hangup,0,LEGAL
6428,hankering,0,LEGAL
6429,hankie,0,LEGAL
6430,hanky,0,LEGAL
6431,haphazard,0,LEGAL
6432,happening,0,LEGAL
6433,happier,0,LEGAL
6434,happiest,0,LEGAL
6435,happily,0,LEGAL
6436,happiness,0,LEGAL
6437,happy,0,LEGAL
6438,harbor,0,LEGAL
6439,hardcopy,0,LEGAL
6440,hardcore,0,LEGAL
6441,hardcover,0,LEGAL
6442,harddisk,0,LEGAL
6443,hardened,0,LEGAL
6444,hardener,0,LEGAL
6445,hardening,0,LEGAL
6446,hardhat,0,LEGAL
6447,hardhead,0,LEGAL
6448,hardiness,0,LEGAL
6449,hardly,0,LEGAL
6450,hardness,0,LEGAL
6451,hardship,0,LEGAL
6452,hardware,0,LEGAL
6453,hardwired,0,LEGAL
6454,hardwood,0,LEGAL
6455,hardy,0,LEGAL
6456,harmful,0,LEGAL
6457,harmless,0,LEGAL
6458,harmonica,0,LEGAL
6459,harmonics,0,LEGAL
6460,harmonize,0,LEGAL
6461,harmony,0,LEGAL
6462,harness,0,LEGAL
6463,harpist,0,LEGAL
6464,harsh,0,LEGAL
6465,harvest,0,LEGAL
6466,hash,0,LEGAL
6467,hassle,0,LEGAL
6468,haste,0,LEGAL
6469,hastily,0,LEGAL
6470,hastiness,0,LEGAL
6471,hasty,0,LEGAL
6472,hatbox,0,LEGAL
6473,hatchback,0,LEGAL
6474,hatchery,0,LEGAL
6475,hatchet,0,LEGAL
6476,hatching,0,LEGAL
6477,hatchling,0,LEGAL
6478,hate,0,LEGAL
6479,hatless,0,LEGAL
6480,hatred,0,LEGAL
6481,haunt,0,LEGAL
6482,haven,0,LEGAL
6483,hazard,0,LEGAL
6484,hazelnut,0,LEGAL
6485,hazily,0,LEGAL
6486,haziness,0,LEGAL
6487,hazing,0,LEGAL
6488,hazy,0,LEGAL
6489,headache,0,LEGAL
6490,headband,0,LEGAL
6491,headboard,0,LEGAL
6492,headcount,0,LEGAL
6493,headdress,0,LEGAL
6494,headed,0,LEGAL
6495,header,0,LEGAL
6496,headfirst,0,LEGAL
6497,headgear,0,LEGAL
6498,heading,0,LEGAL
6499,headlamp,0,LEGAL
6500,headless,0,LEGAL
6501,headlock,0,LEGAL
6502,headphone,0,LEGAL
6503,headpiece,0,LEGAL
6504,headrest,0,LEGAL
6505,headroom,0,LEGAL
6506,headscarf,0,LEGAL
6507,headset,0,LEGAL
6508,headsman,0,LEGAL
6509,headstand,0,LEGAL
6510,headstone,0,LEGAL
6511,headway,0,LEGAL
6512,headwear,0,LEGAL
6513,heap,0,LEGAL
6514,heat,0,LEGAL
6515,heave,0,LEGAL
6516,heavily,0,LEGAL
6517,heaviness,0,LEGAL
6518,heaving,0,LEGAL
6519,hedge,0,LEGAL
6520,hedging,0,LEGAL
6521,heftiness,0,LEGAL
6522,hefty,0,LEGAL
6523,helium,0,LEGAL
6524,helmet,0,LEGAL
6525,helper,0,LEGAL
6526,helpful,0,LEGAL
6527,helping,0,LEGAL
6528,helpless,0,LEGAL
6529,helpline,0,LEGAL
6530,hemlock,0,LEGAL
6531,hemstitch,0,LEGAL
6532,hence,0,LEGAL
6533,henchman,0,LEGAL
6534,henna,0,LEGAL
6535,herald,0,LEGAL
6536,herbal,0,LEGAL
6537,herbicide,0,LEGAL
6538,herbs,0,LEGAL
6539,heritage,0,LEGAL
6540,hermit,0,LEGAL
6541,heroics,0,LEGAL
6542,heroism,0,LEGAL
6543,herring,0,LEGAL
6544,herself,0,LEGAL
6545,hertz,0,LEGAL
6546,hesitancy,0,LEGAL
6547,hesitant,0,LEGAL
6548,hesitate,0,LEGAL
6549,hexagon,0,LEGAL
6550,hexagram,0,LEGAL
6551,hubcap,0,LEGAL
6552,huddle,0,LEGAL
6553,huddling,0,LEGAL
6554,huff,0,LEGAL
6555,hug,0,LEGAL
6556,hula,0,LEGAL
6557,hulk,0,LEGAL
6558,hull,0,LEGAL
6559,human,0,LEGAL
6560,humble,0,LEGAL
6561,humbling,0,LEGAL
6562,humbly,0,LEGAL
6563,humid,0,LEGAL
6564,humiliate,0,LEGAL
6565,humility,0,LEGAL
6566,humming,0,LEGAL
6567,hummus,0,LEGAL
6568,humongous,0,LEGAL
6569,humorist,0,LEGAL
6570,humorless,0,LEGAL
6571,humorous,0,LEGAL
6572,humpback,0,LEGAL
6573,humped,0,LEGAL
6574,humvee,0,LEGAL
6575,hunchback,0,LEGAL
6576,hundredth,0,LEGAL
6577,hunger,0,LEGAL
6578,hungrily,0,LEGAL
6579,hungry,0,LEGAL
6580,hunk,0,LEGAL
6581,hunter,0,LEGAL
6582,hunting,0,LEGAL
6583,huntress,0,LEGAL
6584,huntsman,0,LEGAL
6585,hurdle,0,LEGAL
6586,hurled,0,LEGAL
6587,hurler,0,LEGAL
6588,hurling,0,LEGAL
6589,hurray,0,LEGAL
6590,hurricane,0,LEGAL
6591,hurried,0,LEGAL
6592,hurry,0,LEGAL
6593,hurt,0,LEGAL
6594,husband,0,LEGAL
6595,hush,0,LEGAL
6596,husked,0,LEGAL
6597,huskiness,0,LEGAL
6598,hut,0,LEGAL
6599,hybrid,0,LEGAL
6600,hydrant,0,LEGAL
6601,hydrated,0,LEGAL
6602,hydration,0,LEGAL
6603,hydrogen,0,LEGAL
6604,hydroxide,0,LEGAL
6605,hyperlink,0,LEGAL
6606,hypertext,0,LEGAL
6607,hyphen,0,LEGAL
6608,hypnoses,0,LEGAL
6609,hypnosis,0,LEGAL
6610,hypnotic,0,LEGAL
6611,hypnotism,0,LEGAL
6612,hypnotist,0,LEGAL
6613,hypnotize,0,LEGAL
6614,hypocrisy,0,LEGAL
6615,hypocrite,0,LEGAL
6616,ibuprofen,0,LEGAL
6617,ice,0,LEGAL
6618,iciness,0,LEGAL
6619,icing,0,LEGAL
6620,icky,0,LEGAL
6621,icon,0,LEGAL
6622,icy,0,LEGAL
6623,idealism,0,LEGAL
6624,idealist,0,LEGAL
6625,idealize,0,LEGAL
6626,ideally,0,LEGAL
6627,idealness,0,LEGAL
6628,identical,0,LEGAL
6629,identify,0,LEGAL
6630,identity,0,LEGAL
6631,ideology,0,LEGAL
6632,idiocy,0,LEGAL
6633,idiom,0,LEGAL
6634,idly,0,LEGAL
6635,igloo,0,LEGAL
6636,ignition,0,LEGAL
6637,ignore,0,LEGAL
6638,iguana,0,LEGAL
6639,illicitly,0,LEGAL
6640,illusion,0,LEGAL
6641,illusive,0,LEGAL
6642,image,0,LEGAL
6643,imaginary,0,LEGAL
6644,imagines,0,LEGAL
6645,imaging,0,LEGAL
6646,imbecile,0,LEGAL
6647,imitate,0,LEGAL
6648,imitation,0,LEGAL
6649,immature,0,LEGAL
6650,immerse,0,LEGAL
6651,immersion,0,LEGAL
6652,imminent,0,LEGAL
6653,immobile,0,LEGAL
6654,immodest,0,LEGAL
6655,immorally,0,LEGAL
6656,immortal,0,LEGAL
6657,immovable,0,LEGAL
6658,immovably,0,LEGAL
6659,immunity,0,LEGAL
6660,immunize,0,LEGAL
6661,impaired,0,LEGAL
6662,impale,0,LEGAL
6663,impart,0,LEGAL
6664,impatient,0,LEGAL
6665,impeach,0,LEGAL
6666,impeding,0,LEGAL
6667,impending,0,LEGAL
6668,imperfect,0,LEGAL
6669,imperial,0,LEGAL
6670,impish,0,LEGAL
6671,implant,0,LEGAL
6672,implement,0,LEGAL
6673,implicate,0,LEGAL
6674,implicit,0,LEGAL
6675,implode,0,LEGAL
6676,implosion,0,LEGAL
6677,implosive,0,LEGAL
6678,imply,0,LEGAL
6679,impolite,0,LEGAL
6680,important,0,LEGAL
6681,importer,0,LEGAL
6682,impose,0,LEGAL
6683,imposing,0,LEGAL
6684,impotence,0,LEGAL
6685,impotency,0,LEGAL
6686,impotent,0,LEGAL
6687,impound,0,LEGAL
6688,imprecise,0,LEGAL
6689,imprint,0,LEGAL
6690,imprison,0,LEGAL
6691,impromptu,0,LEGAL
6692,improper,0,LEGAL
6693,improve,0,LEGAL
6694,improving,0,LEGAL
6695,improvise,0,LEGAL
6696,imprudent,0,LEGAL
6697,impulse,0,LEGAL
6698,impulsive,0,LEGAL
6699,impure,0,LEGAL
6700,impurity,0,LEGAL
6701,iodine,0,LEGAL
6702,iodize,0,LEGAL
6703,ion,0,LEGAL
6704,ipad,0,LEGAL
6705,iphone,0,LEGAL
6706,ipod,0,LEGAL
6707,irate,0,LEGAL
6708,irk,0,LEGAL
6709,iron,0,LEGAL
6710,irregular,0,LEGAL
6711,irrigate,0,LEGAL
6712,irritable,0,LEGAL
6713,irritably,0,LEGAL
6714,irritant,0,LEGAL
6715,irritate,0,LEGAL
6716,islamic,0,LEGAL
6717,islamist,0,LEGAL
6718,isolated,0,LEGAL
6719,isolating,0,LEGAL
6720,isolation,0,LEGAL
6721,isotope,0,LEGAL
6722,issue,0,LEGAL
6723,issuing,0,LEGAL
6724,italicize,0,LEGAL
6725,italics,0,LEGAL
6726,item,0,LEGAL
6727,itinerary,0,LEGAL
6728,itunes,0,LEGAL
6729,ivory,0,LEGAL
6730,ivy,0,LEGAL
6731,jab,0,LEGAL
6732,jackal,0,LEGAL
6733,jacket,0,LEGAL
6734,jackknife,0,LEGAL
6735,jackpot,0,LEGAL
6736,jailbird,0,LEGAL
6737,jailbreak,0,LEGAL
6738,jailer,0,LEGAL
6739,jailhouse,0,LEGAL
6740,jalapeno,0,LEGAL
6741,jam,0,LEGAL
6742,janitor,0,LEGAL
6743,january,0,LEGAL
6744,jargon,0,LEGAL
6745,jarring,0,LEGAL
6746,jasmine,0,LEGAL
6747,jaundice,0,LEGAL
6748,jaunt,0,LEGAL
6749,java,0,LEGAL
6750,jawed,0,LEGAL
6751,jawless,0,LEGAL
6752,jawline,0,LEGAL
6753,jaws,0,LEGAL
6754,jaybird,0,LEGAL
6755,jaywalker,0,LEGAL
6756,jazz,0,LEGAL
6757,jeep,0,LEGAL
6758,jeeringly,0,LEGAL
6759,jellied,0,LEGAL
6760,jelly,0,LEGAL
6761,jersey,0,LEGAL
6762,jester,0,LEGAL
6763,jet,0,LEGAL
6764,jiffy,0,LEGAL
6765,jigsaw,0,LEGAL
6766,jimmy,0,LEGAL
6767,jingle,0,LEGAL
6768,jingling,0,LEGAL
6769,jinx,0,LEGAL
6770,jitters,0,LEGAL
6771,jittery,0,LEGAL
6772,job,0,LEGAL
6773,jockey,0,LEGAL
6774,jockstrap,0,LEGAL
6775,jogger,0,LEGAL
6776,jogging,0,LEGAL
6777,john,0,LEGAL
6778,joining,0,LEGAL
6779,jokester,0,LEGAL
6780,jokingly,0,LEGAL
6781,jolliness,0,LEGAL
6782,jolly,0,LEGAL
6783,jolt,0,LEGAL
6784,jot,0,LEGAL
6785,jovial,0,LEGAL
6786,joyfully,0,LEGAL
6787,joylessly,0,LEGAL
6788,joyous,0,LEGAL
6789,joyride,0,LEGAL
6790,joystick,0,LEGAL
6791,jubilance,0,LEGAL
6792,jubilant,0,LEGAL
6793,judge,0,LEGAL
6794,judgingly,0,LEGAL
6795,judicial,0,LEGAL
6796,judiciary,0,LEGAL
6797,judo,0,LEGAL
6798,juggle,0,LEGAL
6799,juggling,0,LEGAL
6800,jugular,0,LEGAL
6801,juice,0,LEGAL
6802,juiciness,0,LEGAL
6803,juicy,0,LEGAL
6804,jujitsu,0,LEGAL
6805,jukebox,0,LEGAL
6806,july,0,LEGAL
6807,jumble,0,LEGAL
6808,jumbo,0,LEGAL
6809,jump,0,LEGAL
6810,junction,0,LEGAL
6811,juncture,0,LEGAL
6812,june,0,LEGAL
6813,junior,0,LEGAL
6814,juniper,0,LEGAL
6815,junkie,0,LEGAL
6816,junkman,0,LEGAL
6817,junkyard,0,LEGAL
6818,jurist,0,LEGAL
6819,juror,0,LEGAL
6820,jury,0,LEGAL
6821,justice,0,LEGAL
6822,justifier,0,LEGAL
6823,justify,0,LEGAL
6824,justly,0,LEGAL
6825,justness,0,LEGAL
6826,juvenile,0,LEGAL
6827,kabob,0,LEGAL
6828,kangaroo,0,LEGAL
6829,karaoke,0,LEGAL
6830,karate,0,LEGAL
6831,karma,0,LEGAL
6832,kebab,0,LEGAL
6833,keenly,0,LEGAL
6834,keenness,0,LEGAL
6835,keep,0,LEGAL
6836,keg,0,LEGAL
6837,kelp,0,LEGAL
6838,kennel,0,LEGAL
6839,kept,0,LEGAL
6840,kerchief,0,LEGAL
6841,kerosene,0,LEGAL
6842,kettle,0,LEGAL
6843,kick,0,LEGAL
6844,kiln,0,LEGAL
6845,kilobyte,0,LEGAL
6846,kilogram,0,LEGAL
6847,kilometer,0,LEGAL
6848,kilowatt,0,LEGAL
6849,kilt,0,LEGAL
6850,kimono,0,LEGAL
6851,kindle,0,LEGAL
6852,kindling,0,LEGAL
6853,kindly,0,LEGAL
6854,kindness,0,LEGAL
6855,kindred,0,LEGAL
6856,kinetic,0,LEGAL
6857,kinfolk,0,LEGAL
6858,king,0,LEGAL
6859,kinship,0,LEGAL
6860,kinsman,0,LEGAL
6861,kinswoman,0,LEGAL
6862,kissable,0,LEGAL
6863,kisser,0,LEGAL
6864,kissing,0,LEGAL
6865,kitchen,0,LEGAL
6866,kite,0,LEGAL
6867,kitten,0,LEGAL
6868,kitty,0,LEGAL
6869,kiwi,0,LEGAL
6870,kleenex,0,LEGAL
6871,knapsack,0,LEGAL
6872,knee,0,LEGAL
6873,knelt,0,LEGAL
6874,knickers,0,LEGAL
6875,knoll,0,LEGAL
6876,koala,0,LEGAL
6877,kooky,0,LEGAL
6878,kosher,0,LEGAL
6879,krypton,0,LEGAL
6880,kudos,0,LEGAL
6881,kung,0,LEGAL
6882,labored,0,LEGAL
6883,laborer,0,LEGAL
6884,laboring,0,LEGAL
6885,laborious,0,LEGAL
6886,labrador,0,LEGAL
6887,ladder,0,LEGAL
6888,ladies,0,LEGAL
6889,ladle,0,LEGAL
6890,ladybug,0,LEGAL
6891,ladylike,0,LEGAL
6892,lagged,0,LEGAL
6893,lagging,0,LEGAL
6894,lagoon,0,LEGAL
6895,lair,0,LEGAL
6896,lake,0,LEGAL
6897,lance,0,LEGAL
6898,landed,0,LEGAL
6899,landfall,0,LEGAL
6900,landfill,0,LEGAL
6901,landing,0,LEGAL
6902,landlady,0,LEGAL
6903,landless,0,LEGAL
6904,landline,0,LEGAL
6905,landlord,0,LEGAL
6906,landmark,0,LEGAL
6907,landmass,0,LEGAL
6908,landmine,0,LEGAL
6909,landowner,0,LEGAL
6910,landscape,0,LEGAL
6911,landside,0,LEGAL
6912,landslide,0,LEGAL
6913,language,0,LEGAL
6914,lankiness,0,LEGAL
6915,lanky,0,LEGAL
6916,lantern,0,LEGAL
6917,lapdog,0,LEGAL
6918,lapel,0,LEGAL
6919,lapped,0,LEGAL
6920,lapping,0,LEGAL
6921,laptop,0,LEGAL
6922,lard,0,LEGAL
6923,large,0,LEGAL
6924,lark,0,LEGAL
6925,lash,0,LEGAL
6926,lasso,0,LEGAL
6927,last,0,LEGAL
6928,latch,0,LEGAL
6929,late,0,LEGAL
6930,lather,0,LEGAL
6931,latitude,0,LEGAL
6932,latrine,0,LEGAL
6933,latter,0,LEGAL
6934,latticed,0,LEGAL
6935,launch,0,LEGAL
6936,launder,0,LEGAL
6937,laundry,0,LEGAL
6938,laurel,0,LEGAL
6939,lavender,0,LEGAL
6940,lavish,0,LEGAL
6941,laxative,0,LEGAL
6942,lazily,0,LEGAL
6943,laziness,0,LEGAL
6944,lazy,0,LEGAL
6945,lecturer,0,LEGAL
6946,left,0,LEGAL
6947,legacy,0,LEGAL
6948,legal,0,LEGAL
6949,legend,0,LEGAL
6950,legged,0,LEGAL
6951,leggings,0,LEGAL
6952,legible,0,LEGAL
6953,legibly,0,LEGAL
6954,legislate,0,LEGAL
6955,lego,0,LEGAL
6956,legroom,0,LEGAL
6957,legume,0,LEGAL
6958,legwarmer,0,LEGAL
6959,legwork,0,LEGAL
6960,lemon,0,LEGAL
6961,lend,0,LEGAL
6962,length,0,LEGAL
6963,lens,0,LEGAL
6964,lent,0,LEGAL
6965,leotard,0,LEGAL
6966,lesser,0,LEGAL
6967,letdown,0,LEGAL
6968,lethargic,0,LEGAL
6969,lethargy,0,LEGAL
6970,letter,0,LEGAL
6971,lettuce,0,LEGAL
6972,level,0,LEGAL
6973,leverage,0,LEGAL
6974,levers,0,LEGAL
6975,levitate,0,LEGAL
6976,levitator,0,LEGAL
6977,liability,0,LEGAL
6978,liable,0,LEGAL
6979,liberty,0,LEGAL
6980,librarian,0,LEGAL
6981,library,0,LEGAL
6982,licking,0,LEGAL
6983,licorice,0,LEGAL
6984,lid,0,LEGAL
6985,life,0,LEGAL
6986,lifter,0,LEGAL
6987,lifting,0,LEGAL
6988,liftoff,0,LEGAL
6989,ligament,0,LEGAL
6990,likely,0,LEGAL
6991,likeness,0,LEGAL
6992,likewise,0,LEGAL
6993,liking,0,LEGAL
6994,lilac,0,LEGAL
6995,lilly,0,LEGAL
6996,lily,0,LEGAL
6997,limb,0,LEGAL
6998,limeade,0,LEGAL
6999,limelight,0,LEGAL
7000,limes,0,LEGAL
7001,limit,0,LEGAL
7002,limping,0,LEGAL
7003,limpness,0,LEGAL
7004,line,0,LEGAL
7005,lingo,0,LEGAL
7006,linguini,0,LEGAL
7007,linguist,0,LEGAL
7008,lining,0,LEGAL
7009,linked,0,LEGAL
7010,linoleum,0,LEGAL
7011,linseed,0,LEGAL
7012,lint,0,LEGAL
7013,lion,0,LEGAL
7014,lip,0,LEGAL
7015,liquefy,0,LEGAL
7016,liqueur,0,LEGAL
7017,liquid,0,LEGAL
7018,lisp,0,LEGAL
7019,list,0,LEGAL
7020,litigate,0,LEGAL
7021,litigator,0,LEGAL
7022,litmus,0,LEGAL
7023,litter,0,LEGAL
7024,little,0,LEGAL
7025,livable,0,LEGAL
7026,lived,0,LEGAL
7027,lively,0,LEGAL
7028,liver,0,LEGAL
7029,livestock,0,LEGAL
7030,lividly,0,LEGAL
7031,living,0,LEGAL
7032,lizard,0,LEGAL
7033,lubricant,0,LEGAL
7034,lubricate,0,LEGAL
7035,lucid,0,LEGAL
7036,luckily,0,LEGAL
7037,luckiness,0,LEGAL
7038,luckless,0,LEGAL
7039,lucrative,0,LEGAL
7040,ludicrous,0,LEGAL
7041,lugged,0,LEGAL
7042,lukewarm,0,LEGAL
7043,lullaby,0,LEGAL
7044,lumber,0,LEGAL
7045,luminance,0,LEGAL
7046,luminous,0,LEGAL
7047,lumpiness,0,LEGAL
7048,lumping,0,LEGAL
